title,url,date
Simpson Thacher Represents Initial Purchasers in US$475 million Senior Notes Offering and Dealer Manager in Concurrent Tender Offer by Empire Communities,www.stblaw.com/files/Simpson Thacher Represents Initial Purchasers in US$475 million Senior Notes Offering and Dealer Manager in Concurrent Tender Offer by Empire Communities.html,2024-04-30
Medline to Acquire Surgical Solutions Business from Ecolab,www.stblaw.com/files/Medline to Acquire Surgical Solutions Business from Ecolab.html,2024-04-30
Endo Completes $2.5 Billion Exit Financing,www.stblaw.com/files/Endo Completes $2.5 Billion Exit Financing.html,2024-04-30
Oakley Capital Invests in Steer Automotive Group,www.stblaw.com/files/Oakley Capital Invests in Steer Automotive Group.html,2024-04-30
Simpson Thacher Represents Grupo Sura in $500 million Senior Secured Term Loan Facility,www.stblaw.com/files/Simpson Thacher Represents Grupo Sura in $500 million Senior Secured Term Loan Facility.html,2024-04-29
"Simpson Thacher Represents Dealer Manager and Solicitation Agent in Exchange Offer and Consent Solicitation by Total Play Telecomunicaciones, S.A.P.I. de C.V.","www.stblaw.com/files/Simpson Thacher Represents Dealer Manager and Solicitation Agent in Exchange Offer and Consent Solicitation by Total Play Telecomunicaciones, S.A.P.I. de C.V..html",2024-04-29
Carnival Completes €500 Million Senior Unsecured Notes Offering and Repricing of Term Loans,www.stblaw.com/files/Carnival Completes €500 Million Senior Unsecured Notes Offering and Repricing of Term Loans.html,2024-04-29
Robinhood Securities Enters Into $2.25 Billion Secured Revolving Credit Facility,www.stblaw.com/files/Robinhood Securities Enters Into $2.25 Billion Secured Revolving Credit Facility.html,2024-04-29
David Blass to Speak at a 2024 Independent Directors Council Webinar,www.stblaw.com/files/David Blass to Speak at a 2024 Independent Directors Council Webinar.html,2024-04-29
Magnesium Capital Raises €135 Million for Inaugural Fund,www.stblaw.com/files/Magnesium Capital Raises €135 Million for Inaugural Fund.html,2024-04-29
Berkshire Hathaway Completes ¥263.3 Billion Yen-Denominated Bond Offering,www.stblaw.com/files/Berkshire Hathaway Completes ¥263.3 Billion Yen-Denominated Bond Offering.html,2024-04-26
Erica Rozow Quoted in Law360 on the DOL’s Final Fiduciary Rule,www.stblaw.com/files/Erica Rozow Quoted in Law360 on the DOL’s Final Fiduciary Rule.html,2024-04-26
Tor Raises Approximately $310 Million for Third Asia Opportunistic Private Credit Fund,www.stblaw.com/files/Tor Raises Approximately $310 Million for Third Asia Opportunistic Private Credit Fund.html,2024-04-25
TotalEnergies and Vanguard Renewables Announce Joint Venture to Develop Renewable Natural Gas,www.stblaw.com/files/TotalEnergies and Vanguard Renewables Announce Joint Venture to Develop Renewable Natural Gas.html,2024-04-25
EQT Infrastructure III to sell Lumos to JV between T-Mobile and EQT Infrastructure VI,www.stblaw.com/files/EQT Infrastructure III to sell Lumos to JV between T-Mobile and EQT Infrastructure VI.html,2024-04-25
Simpson Thacher Represents Underwriter in Offering of Shares of BRP,www.stblaw.com/files/Simpson Thacher Represents Underwriter in Offering of Shares of BRP.html,2024-04-25
Blackstone to Acquire Tropical Smoothie Café,www.stblaw.com/files/Blackstone to Acquire Tropical Smoothie Café.html,2024-04-25
"John Bennett Speaks at Institutional Allocators for Diversity, Equity & Inclusion-Sponsored Event","www.stblaw.com/files/John Bennett Speaks at Institutional Allocators for Diversity, Equity & Inclusion-Sponsored Event.html",2024-04-25
MassMutual Announces Strategic Minority Investment in ATLAS SP,www.stblaw.com/files/MassMutual Announces Strategic Minority Investment in ATLAS SP.html,2024-04-25
Blackstone Real Estate Income Trust to Sell Student Housing Portfolio to KKR for $1.64 Billion,www.stblaw.com/files/Blackstone Real Estate Income Trust to Sell Student Housing Portfolio to KKR for $1.64 Billion.html,2024-04-25
Simpson Thacher Funds Women Place 1st and Break Record in The 2024 Armory Foundation Marathon Relay,www.stblaw.com/files/Simpson Thacher Funds Women Place 1st and Break Record in The 2024 Armory Foundation Marathon Relay.html,2024-04-24
Simpson Thacher Highlighted Among Most Active International Law Firms in Latin America for 2023 by Latin Lawyer,www.stblaw.com/files/Simpson Thacher Highlighted Among Most Active International Law Firms in Latin America for 2023 by Latin Lawyer.html,2024-04-24
Silver Lake-Backed Software AG to Sell TrendMiner to Proemion,www.stblaw.com/files/Silver Lake-Backed Software AG to Sell TrendMiner to Proemion.html,2024-04-24
Simpson Thacher Wins Dismissal for Marinette Marine in Antitrust Class Action,www.stblaw.com/files/Simpson Thacher Wins Dismissal for Marinette Marine in Antitrust Class Action.html,2024-04-24
Simpson Thacher and the Southern Coalition for Social Justice Overturn Unconstitutional North Carolina Law Criminalizing Voting,www.stblaw.com/files/Simpson Thacher and the Southern Coalition for Social Justice Overturn Unconstitutional North Carolina Law Criminalizing Voting.html,2024-04-23
Owen Lysak Quoted in Ignites Europe on Revised Draft Technical Standards for the ELTIF,www.stblaw.com/files/Owen Lysak Quoted in Ignites Europe on Revised Draft Technical Standards for the ELTIF.html,2024-04-23
Sara Razi Quoted in Law360 on FTC and DOJ’s Approach to Merger Remedies,www.stblaw.com/files/Sara Razi Quoted in Law360 on FTC and DOJ’s Approach to Merger Remedies.html,2024-04-23
Abram Ellis Quoted in The Wall Street Journal on FinCen Anti-Money Laundering Proposal,www.stblaw.com/files/Abram Ellis Quoted in The Wall Street Journal on FinCen Anti-Money Laundering Proposal.html,2024-04-22
Johnson Controls Completes $700 Million Senior Notes Offering,www.stblaw.com/files/Johnson Controls Completes $700 Million Senior Notes Offering.html,2024-04-22
Shinhan Bank Completes US$8 Billion GMTN Program Update and US$500 Million 5.750% Basel III-Compliant Tier II Subordinated Mutual Growth Themed Social Notes Offering,www.stblaw.com/files/Shinhan Bank Completes US$8 Billion GMTN Program Update and US$500 Million 5.750% Basel III-Compliant Tier II Subordinated Mutual Growth Themed Social Notes Offering.html,2024-04-22
Jonathan Youngwood Featured in Variety’s Legal Impact Report 2024,www.stblaw.com/files/Jonathan Youngwood Featured in Variety’s Legal Impact Report 2024.html,2024-04-19
Grenfel Calheiros Moderates Columbia Law School Brazil Forum,www.stblaw.com/files/Grenfel Calheiros Moderates Columbia Law School Brazil Forum.html,2024-04-18
John Terzaken Quoted in Financial Times on Challenges Surrounding Non-Compete Agreements,www.stblaw.com/files/John Terzaken Quoted in Financial Times on Challenges Surrounding Non-Compete Agreements.html,2024-04-18
Vanessa Burrows Speaks at AHLA’s Health Care Transactions Conference on Digital Health and AI Transactions,www.stblaw.com/files/Vanessa Burrows Speaks at AHLA’s Health Care Transactions Conference on Digital Health and AI Transactions.html,2024-04-18
Apollo’s Sponsor and Secondaries Solutions (S3) Business Launches Registered Fund for Individual Investors,www.stblaw.com/files/Apollo’s Sponsor and Secondaries Solutions (S3) Business Launches Registered Fund for Individual Investors.html,2024-04-18
Simpson Thacher Represents Underwriters in Registered Offering of an Aggregate of $2.5 Billion of Senior Callable Fixed-to-Fixed Reset Rate Notes by Mitsubishi UFJ Financial Group,www.stblaw.com/files/Simpson Thacher Represents Underwriters in Registered Offering of an Aggregate of $2.5 Billion of Senior Callable Fixed-to-Fixed Reset Rate Notes by Mitsubishi UFJ Financial Group.html,2024-04-18
Brandlovrs Completes Funding Round,www.stblaw.com/files/Brandlovrs Completes Funding Round.html,2024-04-17
I Squared Portfolio Companies TEN and TIP Canada Combine Operations,www.stblaw.com/files/I Squared Portfolio Companies TEN and TIP Canada Combine Operations.html,2024-04-17
Microsoft to Invest $1.5 Billion in G42,www.stblaw.com/files/Microsoft to Invest $1.5 Billion in G42.html,2024-04-16
Snap One to be Acquired by Resideo in $1.4 Billion Transaction,www.stblaw.com/files/Snap One to be Acquired by Resideo in $1.4 Billion Transaction.html,2024-04-16
Simpson Thacher Represents Initial Purchasers in $2.0 Billion Senior Notes Offering by Rakuten Group,www.stblaw.com/files/Simpson Thacher Represents Initial Purchasers in $2.0 Billion Senior Notes Offering by Rakuten Group.html,2024-04-16
Simpson Thacher Adds Prominent Structured Fund Products Partner,www.stblaw.com/files/Simpson Thacher Adds Prominent Structured Fund Products Partner.html,2024-04-15
Simpson Thacher Represents Initial Purchasers in US$600 Million Senior Unsecured Notes Offering and Dealer Managers in Concurrent Tender Offers by Nexa Resources S.A.,www.stblaw.com/files/Simpson Thacher Represents Initial Purchasers in US$600 Million Senior Unsecured Notes Offering and Dealer Managers in Concurrent Tender Offers by Nexa Resources S.A..html,2024-04-15
Simpson Thacher Represents Lead Arrangers in $1.145 Billion in Financing for EPIC Y-Grade,www.stblaw.com/files/Simpson Thacher Represents Lead Arrangers in $1.145 Billion in Financing for EPIC Y-Grade.html,2024-04-12
Mick Tuesley Speaks at ACI’s National Conference on CFIUS,www.stblaw.com/files/Mick Tuesley Speaks at ACI’s National Conference on CFIUS.html,2024-04-12
Appellate Court Dismisses 14 Underwriter Clients of Simpson Thacher in Securities Class Action,www.stblaw.com/files/Appellate Court Dismisses 14 Underwriter Clients of Simpson Thacher in Securities Class Action.html,2024-04-11
Amy Liu named a 2023-24 “Rising Star” by CBLJ,www.stblaw.com/files/Amy Liu named a 2023-24 “Rising Star” by CBLJ.html,2024-04-11
Simpson Thacher Advises on Three of the Top Five Real Estate Funds of Q1 2024,www.stblaw.com/files/Simpson Thacher Advises on Three of the Top Five Real Estate Funds of Q1 2024.html,2024-04-11
Simpson Thacher Represents PAG in US$8.3 Billion Joint Investment in Newland Commercial Management,www.stblaw.com/files/Simpson Thacher Represents PAG in US$8.3 Billion Joint Investment in Newland Commercial Management.html,2024-04-10
Vanessa Burrows Presents at “Introduction to Medical Device Law and Regulation” Program,www.stblaw.com/files/Vanessa Burrows Presents at “Introduction to Medical Device Law and Regulation” Program.html,2024-04-09
Centerbridge Partners and Suntex Marinas establish Joint Venture,www.stblaw.com/files/Centerbridge Partners and Suntex Marinas establish Joint Venture.html,2024-04-09
Simpson Thacher Represents JPMorgan and HSBC in GE Vernova’s Spin-Off from General Electric Company,www.stblaw.com/files/Simpson Thacher Represents JPMorgan and HSBC in GE Vernova’s Spin-Off from General Electric Company.html,2024-04-09
Makiko Harunari and David Azcue Speak at the First Ever FFA: Japan,www.stblaw.com/files/Makiko Harunari and David Azcue Speak at the First Ever FFA: Japan.html,2024-04-08
Blackstone Real Estate to Take AIR Communities Private for Approximately $10 Billion,www.stblaw.com/files/Blackstone Real Estate to Take AIR Communities Private for Approximately $10 Billion.html,2024-04-08
Buyers Edge Platform Receives $425M Preferred Equity Investment,www.stblaw.com/files/Buyers Edge Platform Receives $425M Preferred Equity Investment.html,2024-04-08
Simpson Thacher Represents Underwriters in $1.5 Billion Debt Offering by Amphenol,www.stblaw.com/files/Simpson Thacher Represents Underwriters in $1.5 Billion Debt Offering by Amphenol.html,2024-04-08
Banco BTG Pactual S.A. Completes US$500 Million Bond Offering,www.stblaw.com/files/Banco BTG Pactual S.A. Completes US$500 Million Bond Offering.html,2024-04-08
Simpson Thacher Adds Energy and Infrastructure Partner in Los Angeles,www.stblaw.com/files/Simpson Thacher Adds Energy and Infrastructure Partner in Los Angeles.html,2024-04-08
Elizabeth Cooper Quoted in Law360 on the Rise of Private Equity Firm Mergers,www.stblaw.com/files/Elizabeth Cooper Quoted in Law360 on the Rise of Private Equity Firm Mergers.html,2024-04-08
William LeBas Speaks at AIC Compliance Seminar,www.stblaw.com/files/William LeBas Speaks at AIC Compliance Seminar.html,2024-04-05
Meredith Karp and Lori Lesser Speak at Harvard Law School’s Celebration 70+ Event,www.stblaw.com/files/Meredith Karp and Lori Lesser Speak at Harvard Law School’s Celebration 70+ Event.html,2024-04-05
Compass Group to Sell its Brazil Operations,www.stblaw.com/files/Compass Group to Sell its Brazil Operations.html,2024-04-05
Simpson Thacher Represents Underwriters in $2 Billion Debt Offering by Adobe,www.stblaw.com/files/Simpson Thacher Represents Underwriters in $2 Billion Debt Offering by Adobe.html,2024-04-04
Blackstone sells Hilton Rio de Janeiro Copacabana Hotel,www.stblaw.com/files/Blackstone sells Hilton Rio de Janeiro Copacabana Hotel.html,2024-04-04
"Simpson Thacher Attorneys Quoted in Bloomberg Law, Ignites, InvestmentNews and P&I on the DOL’s Final QPAM Amendments","www.stblaw.com/files/Simpson Thacher Attorneys Quoted in Bloomberg Law, Ignites, InvestmentNews and P&I on the DOL’s Final QPAM Amendments.html",2024-04-04
"Simpson Thacher Represents JPMorgan in Debt Financing for Clayton, Dubilier & Rice’s Acquisition of Presidio","www.stblaw.com/files/Simpson Thacher Represents JPMorgan in Debt Financing for Clayton, Dubilier & Rice’s Acquisition of Presidio.html",2024-04-04
Symetra Financial Corporation Completes $250 Million Senior Notes Offering,www.stblaw.com/files/Symetra Financial Corporation Completes $250 Million Senior Notes Offering.html,2024-04-03
Patrick Ryan Quoted in PDI on the Relationship Between Banks and Private Credit,www.stblaw.com/files/Patrick Ryan Quoted in PDI on the Relationship Between Banks and Private Credit.html,2024-04-03
James Board and Rajib Chanda Quoted in PEI on Fund Structures Targeting Private Wealth Investors,www.stblaw.com/files/James Board and Rajib Chanda Quoted in PEI on Fund Structures Targeting Private Wealth Investors.html,2024-04-03
"Silver Lake to Acquire Endeavor Group Holdings, Inc.","www.stblaw.com/files/Silver Lake to Acquire Endeavor Group Holdings, Inc..html",2024-04-03
Simpson Thacher Ranked First Among Real Estate Fund Formation Law Firms by PERE,www.stblaw.com/files/Simpson Thacher Ranked First Among Real Estate Fund Formation Law Firms by PERE.html,2024-04-03
Yahoo Acquires Artifact,www.stblaw.com/files/Yahoo Acquires Artifact.html,2024-04-03
Grain Management and BlackRock Invest in Phoenix Tower International,www.stblaw.com/files/Grain Management and BlackRock Invest in Phoenix Tower International.html,2024-04-03
Blackstone Real Estate Sells Industrial Assets to Rexford for $1 Billion Aggregate Purchase Price,www.stblaw.com/files/Blackstone Real Estate Sells Industrial Assets to Rexford for $1 Billion Aggregate Purchase Price.html,2024-04-02
Tailored Brands Successfully Completes Cash Tender Offer and Preferred Stock Exchange Offer,www.stblaw.com/files/Tailored Brands Successfully Completes Cash Tender Offer and Preferred Stock Exchange Offer.html,2024-04-02
Simpson Thacher Announces New Houston Managing Partners,www.stblaw.com/files/Simpson Thacher Announces New Houston Managing Partners.html,2024-04-02
Simpson Thacher Announces Alexandra Kaplan and Brian Steinhardt as Co-Heads of Banking and Credit Practice,www.stblaw.com/files/Simpson Thacher Announces Alexandra Kaplan and Brian Steinhardt as Co-Heads of Banking and Credit Practice.html,2024-04-02
"Simpson Thacher Represents Consortium in Placing, Buyback and Subsequent Sale of Call Options in Respect of, in Aggregate, Approximately 31.5 million shares in LSEG","www.stblaw.com/files/Simpson Thacher Represents Consortium in Placing, Buyback and Subsequent Sale of Call Options in Respect of, in Aggregate, Approximately 31.5 million shares in LSEG.html",2024-04-02
"Simpson Thacher Represents Lead Manager in ¥8.4 Billion Equity Offering of ispace, inc.","www.stblaw.com/files/Simpson Thacher Represents Lead Manager in ¥8.4 Billion Equity Offering of ispace, inc..html",2024-04-02
Simpson Thacher Advises Three of the Top Five Funds of Q1 2024,www.stblaw.com/files/Simpson Thacher Advises Three of the Top Five Funds of Q1 2024.html,2024-04-01
Simpson Thacher Represents Dealer Managers and Solicitation Agents in Tender Offers and Consent Solicitations by Callon Petroleum,www.stblaw.com/files/Simpson Thacher Represents Dealer Managers and Solicitation Agents in Tender Offers and Consent Solicitations by Callon Petroleum.html,2024-04-01
Simpson Thacher Wins Dismissal of False Claims Act Case,www.stblaw.com/files/Simpson Thacher Wins Dismissal of False Claims Act Case.html,2024-04-01
Sotera Health Company Completes $424 Million Secondary Offering,www.stblaw.com/files/Sotera Health Company Completes $424 Million Secondary Offering.html,2024-04-01
Simpson Thacher Wins Two Appeals For Factory Mutual,www.stblaw.com/files/Simpson Thacher Wins Two Appeals For Factory Mutual.html,2024-04-01
Makiko Harunari Quoted in AVCJ on State of NAV Financing in Asia,www.stblaw.com/files/Makiko Harunari Quoted in AVCJ on State of NAV Financing in Asia.html,2024-04-01
"MITER Brands Completes $1.65 Billion Incremental Term Loan Facility, $700 Million Senior Secured Notes Offering and Upsize of ABL Facility","www.stblaw.com/files/MITER Brands Completes $1.65 Billion Incremental Term Loan Facility, $700 Million Senior Secured Notes Offering and Upsize of ABL Facility.html",2024-04-01
Formula One Owner Liberty Media Announces Agreement to Acquire Commercial Rightsholder of MotoGP,www.stblaw.com/files/Formula One Owner Liberty Media Announces Agreement to Acquire Commercial Rightsholder of MotoGP.html,2024-04-01
Laborie Medical Technologies Invests in iO Urology,www.stblaw.com/files/Laborie Medical Technologies Invests in iO Urology.html,2024-04-01
The ONE Group to Acquire Benihana,www.stblaw.com/files/The ONE Group to Acquire Benihana.html,2024-03-29
Strategic Risk Solutions to Acquire Garnet Captive Insurance Services,www.stblaw.com/files/Strategic Risk Solutions to Acquire Garnet Captive Insurance Services.html,2024-03-29
Medline Completes $1 Billion Senior Secured Notes Offering and Term Loan Repricing,www.stblaw.com/files/Medline Completes $1 Billion Senior Secured Notes Offering and Term Loan Repricing.html,2024-03-29
América Móvil Completes Peso-Denominated Senior Notes Offering,www.stblaw.com/files/América Móvil Completes Peso-Denominated Senior Notes Offering.html,2024-03-29
Integrum Partners with Program Productions,www.stblaw.com/files/Integrum Partners with Program Productions.html,2024-03-28
Simpson Thacher Represents Dealer Managers in Cummins Split-Off of Atmus Filtration Technologies,www.stblaw.com/files/Simpson Thacher Represents Dealer Managers in Cummins Split-Off of Atmus Filtration Technologies.html,2024-03-28
Benjamin Wells Quoted in FundFire on Private Placement Products,www.stblaw.com/files/Benjamin Wells Quoted in FundFire on Private Placement Products.html,2024-03-28
Air Lease Completes €600 Million Medium-Term Notes Offering,www.stblaw.com/files/Air Lease Completes €600 Million Medium-Term Notes Offering.html,2024-03-28
Simpson Thacher Advises Quatrim Noteholders as Casino Group Closes its €11 Billion Restructuring,www.stblaw.com/files/Simpson Thacher Advises Quatrim Noteholders as Casino Group Closes its €11 Billion Restructuring.html,2024-03-28
Hilton Completes $1 Billion Senior Notes Offering,www.stblaw.com/files/Hilton Completes $1 Billion Senior Notes Offering.html,2024-03-28
Simpson Thacher Represents Orange and MASMOVIL in connection with the Financing of their Joint Venture in Spain,www.stblaw.com/files/Simpson Thacher Represents Orange and MASMOVIL in connection with the Financing of their Joint Venture in Spain.html,2024-03-27
Simpson Thacher Represents Initial Purchasers in Senior Notes Offering and Dealer Manager in Concurrent Cash Tender Offer by Crescent Energy Finance,www.stblaw.com/files/Simpson Thacher Represents Initial Purchasers in Senior Notes Offering and Dealer Manager in Concurrent Cash Tender Offer by Crescent Energy Finance.html,2024-03-27
Heidi Mayon Quoted in Bloomberg About 2024 IPO Market,www.stblaw.com/files/Heidi Mayon Quoted in Bloomberg About 2024 IPO Market.html,2024-03-26
Simpson Thacher Matters Recognized as CBLJ 2023 “Deals of the Year”,www.stblaw.com/files/Simpson Thacher Matters Recognized as CBLJ 2023 “Deals of the Year”.html,2024-03-26
Christopher Wong and Yi Gao Named to CBLJ 2023-24 “A-List”,www.stblaw.com/files/Christopher Wong and Yi Gao Named to CBLJ 2023-24 “A-List”.html,2024-03-26
Whistler Pipeline and Rio Bravo Pipeline Announce Strategic Combination,www.stblaw.com/files/Whistler Pipeline and Rio Bravo Pipeline Announce Strategic Combination.html,2024-03-26
Simpson Thacher Wins Second Dismissal of “Data Exposure” Class Action Against Ally,www.stblaw.com/files/Simpson Thacher Wins Second Dismissal of “Data Exposure” Class Action Against Ally.html,2024-03-26
New Mountain Capital to Sell ILC Dover to Ingersoll Rand,www.stblaw.com/files/New Mountain Capital to Sell ILC Dover to Ingersoll Rand.html,2024-03-25
