title,url,date
Alvotech Announces Positive Topline Results From Confirmatory Clinical Study for its Proposed Golimumab Biosimilar,https://www.goodwinlaw.com/en/insights/blogs/2024/04/alvotech-announces-positive-topline-results-from-confirmatory-clinical-study-for-its-proposed-golimu,2024-04-26
Sustainability Disclosure Rules in the UK: Extending the FCA’s Regime to Portfolio Managers,https://www.goodwinlaw.com/en/insights/publications/2024/04/alerts-practices-pif-sustainability-disclosure-rules-in-the-uk,2024-04-26
DOL Issues New Rule Raising Minimum Salary Thresholds for Overtime Exemptions,https://www.goodwinlaw.com/en/insights/publications/2024/04/alerts-practices-emp-dol-rule-raising-minimum-salary-overtime-exemptions,2024-04-26
FTC Files Suit Against Third-Party Bill Payment Company,https://www.goodwinlaw.com/en/insights/blogs/2024/04/ftc-files-suit-against-third-party-bill-payment-company,2024-04-25
FTC Issues Final Rule Prohibiting Most Post-Employment Non-Compete Agreements,https://www.goodwinlaw.com/en/insights/publications/2024/04/alerts-otherindustries-ftc-issues-final-rule-prohibiting,2024-04-25
FinCEN Proposed the Renewal of its Existing Information Collection Requirements Previously Promulgated Under the BSA,https://www.goodwinlaw.com/en/insights/newsletters/2024/04/newsletters-finance-fs-weekly-roundup-042524,2024-04-25
The FCA’s AI Update: Integrating The UK Government’s 5 Principles,https://www.goodwinlaw.com/en/insights/publications/2024/04/alerts-finance-aiml-the-fca-ai-update,2024-04-25
DFPI Enters Into Consent Order With Higher Education Loan Authority,https://www.goodwinlaw.com/en/insights/blogs/2024/04/dfpi-enters-into-consent-order-with-higher-education-loan-authority,2024-04-24
California Attorney General Warns California-Chartered Banks and Credit Unions On Surprise Overdraft Fees and Returned Deposited Item Fees,https://www.goodwinlaw.com/en/insights/blogs/2024/04/california-attorney-general-warns-californiachartered-banks-and-credit-unions-on-surprise-overdraft,2024-04-24
European Commission’s First-Ever Abuse of Dominance Probe for Shelving of a Novel Pipeline Therapy,https://www.goodwinlaw.com/en/insights/publications/2024/04/insights-otherindustries-european-commission-launches-antitrust-investigation,2024-04-24
Subscription-Secured Credit Facilities: Recent Developments in the US Market and Considerations for Real Estate Funds,https://www.goodwinlaw.com/en/insights/publications/2024/04/alerts-realestate-fs-subscription-secured-credit-real-estate-funds,2024-04-24
Healthcare M&A and Financing Trends and Predictions for 2024,https://www.goodwinlaw.com/en/insights/publications/2024/04/insights-healthcare-ma-financing-trends-and-predictions-for-2024,2024-04-24
The European Parliament Adopts Position on the European Commission’s Proposal for the First Major Overhaul of the EU Medicines Regulatory Framework in 20 Years,https://www.goodwinlaw.com/en/insights/blogs/2024/04/the-european-parliament-adopts-position-on-the-european-commissions-proposal-for-the-first-major-ove,2024-04-23
Recap: Goodwin Rare Disease Symposium 2024,https://www.goodwinlaw.com/en/insights/blogs/2024/04/recap-goodwin-rare-disease-symposium-2024,2024-04-23
"DOJ Files False Claims Act Complaint Against Regeneron, Alleging Fraudulent Eylea Drug Pricing",https://www.goodwinlaw.com/en/insights/blogs/2024/04/doj-files-false-claims-act-complaint-against-regeneron-alleging-fraudulent-eylea-drug-pricing,2024-04-22
Federal Circuit Dismisses Appeals in Regeneron v. Mylan (Aflibercept) BPCIA Litigation,https://www.goodwinlaw.com/en/insights/blogs/2024/04/federal-circuit-dismisses-appeals-in-regeneron-v-mylan-aflibercept-bpcia-litigation,2024-04-22
Kansas Becomes Fourth State to Enact Law Regulating Earned Wage Access Services,https://www.goodwinlaw.com/en/insights/publications/2024/04/alerts-finance-ftec-kansas-becomes-fourth-state-to-enact,2024-04-22
The European Parliament Adopts Position on the European Commission’s Proposal for the First Major Overhaul of the EU Medicines Regulatory Framework in 20 Years,https://www.goodwinlaw.com/en/insights/publications/2024/04/alerts-lifesciences-european-parliament-adopts-medicines-regulatory,2024-04-22
National Bank Settles with NY Attorney General for $700K,https://www.goodwinlaw.com/en/insights/blogs/2024/04/national-bank-settles-with-ny-attorney-general-for-$700k,2024-04-20
CFPB Enters Into Consent Order with For-Profit Coding School,https://www.goodwinlaw.com/en/insights/blogs/2024/04/cfpb-enters-into-consent-order-with-for-profit-coding-school,2024-04-20
CFPB Issues Circular about Deceptive Marketing Practices in Connection with Remittance Transfers,https://www.goodwinlaw.com/en/insights/blogs/2024/04/cfpb-issues-circular-about-deceptive-marketing-practices-in-connection-with-remittance-transfers,2024-04-19
"Fresenius Kabi Announces Launch of TYENNE, a Tocilizumab Biosimilar Referencing ACTEMRA",https://www.goodwinlaw.com/en/insights/blogs/2024/04/fresenius-kabi-announces-launch-of-tyenne-a-tocilizumab-biosimilar-referencing-actemra,2024-04-19
Supreme Court Adopts New Standard for Establishing Adverse Employment Action Element in Title VII Cases,https://www.goodwinlaw.com/en/insights/publications/2024/04/alerts-otherindustries-supreme-court-adopts-new-standard,2024-04-19
How Long Do Funds Suspend the Investment Period Due to “Key Person Events”?,https://www.goodwinlaw.com/en/insights/publications/2024/04/insights-privateequity-pif-how-long-do-funds-suspend-investment-period-due,2024-04-19
The SEC Amends the Internet Adviser Exemption,https://www.goodwinlaw.com/en/insights/publications/2024/04/alerts-finance-pif-the-sec-amends-the-internet-adviser-exemption,2024-04-19
Paying for Buy-Side Investment Research: Will the FCA’s Third Way Ease the US-UK Divide?,https://www.goodwinlaw.com/en/insights/publications/2024/04/alerts-finance-pif-investment-research-fca-third-way-easing-us-uk-divide,2024-04-19
Genentech and Dr. Reddy’s Settle BPCIA Rituximab Litigation,https://www.goodwinlaw.com/en/insights/blogs/2024/04/genentech-and-dr-reddys-settle-bpcia-rituximab-litigation,2024-04-18
Acquiring or Investing in EU Crypto-Asset Businesses: Further Clarity on MiCA,https://www.goodwinlaw.com/en/insights/publications/2024/04/alerts-finance-acquiring-or-investing-in-eu-crypto-asset-businesses,2024-04-18
CFPB Updates Supervision Designation Procedures,https://www.goodwinlaw.com/en/insights/newsletters/2024/04/newsletters-finance-fs-weekly-roundup-041824,2024-04-18
MDL Panel Grants Transfer of Aflibercept BPCIA Case,https://www.goodwinlaw.com/en/insights/blogs/2024/04/mdl-panel-grants-transfer-of-aflibercept-bpcia-case,2024-04-17
SEC Speaks Conference 2024,https://www.goodwinlaw.com/en/insights/publications/2024/04/alerts-otherindustries-sec-speaks-conference-2024,2024-04-17
15 Questions Fintechs Should Ask Potential Bank Partners in Due Diligence,https://www.goodwinlaw.com/en/insights/publications/2024/04/insights-finance-ftec-questions-potential-bank-partners-in-due-diligence,2024-04-16
Delaware Supreme Court Holds That Boards Must Satisfy the MFW Framework in Controller Transactions to Obtain Business Judgment Deference,https://www.goodwinlaw.com/en/insights/publications/2024/04/alerts-practices-ma-delaware-supreme-court-holds-that-boards,2024-04-15
California Insurance Reform Creates Opportunity,https://www.goodwinlaw.com/en/insights/publications/2024/04/alerts-practices-ftec-california-insurance-reform-creates-opportunity,2024-04-15
Supreme Court Rejects Securities Lawsuit Based On “Pure Omission” From SEC Filings,https://www.goodwinlaw.com/en/insights/publications/2024/04/alerts-otherindustries-supreme-court-rejects-securities-lawsuit,2024-04-15
FDA Approves BMS and J&J CAR-T Cell Therapies for the Earlier Treatment of Multiple Myeloma,https://www.goodwinlaw.com/en/insights/blogs/2024/04/fda-approves-bms-and-jj-cart-cell-therapies-for-the-earlier-treatment-of-multiple-myeloma,2024-04-11
Matt Campobasso: “The legal team has to be able to see around corners”,https://www.goodwinlaw.com/en/insights/publications/2024/04/insights-practices-the-legal-has-to-be-able-to-see-around-corners,2024-04-11
OCC Extends Comment Period for Proposed Rulemaking and Policy Statement on Bank Mergers,https://www.goodwinlaw.com/en/insights/newsletters/2024/04/newsletters-finance-fs-weekly-roundup-041124,2024-04-11
Janssen v. Teva: Not an April Fool’s Day Joke for Life Sciences Companies,https://www.goodwinlaw.com/en/insights/blogs/2024/04/janssen-v-teva-not-an-april-fools-day-joke-for-life-sciences-companies,2024-04-10
"‘Office Is Not Dead’, and Other Takeaways on the Real Estate Outlook",https://www.goodwinlaw.com/en/insights/publications/2024/04/insights-realestate-propt-hed-office-is-not-dead-and-other-takeaways,2024-04-10
FDA Approves New Indication for AstraZeneca and Daiichi Sankyo’s Cancer Drug ENHERTU,https://www.goodwinlaw.com/en/insights/blogs/2024/04/fda-approves-new-indication-for-astrazeneca-and-daiichi-sankyos-cancer-drug-enhertu,2024-04-09
ERISA Litigation Update,https://www.goodwinlaw.com/en/insights/newsletters/2024/04/newsletters-erisa-litigation-update-q1-2024,2024-04-09
The Department of Labor Finalizes Changes to the QPAM Exemption – A Favored Management Tool Gets Less User-Friendly,https://www.goodwinlaw.com/en/insights/publications/2024/04/alerts-practices-erisa-the-department-of-labor-finalizes-changes,2024-04-09
5 Essential Tips for Tailoring Your Diligence Plan to Secure R&W Insurance in Manufacturing Deals,https://www.goodwinlaw.com/en/insights/publications/2024/04/insights-otherindustries-five-essential-tips-for-tailoring-your-diligence,2024-04-05
SEC Adopts Reforms Relating to Investment Advisers Operating Exclusively Through the Internet,https://www.goodwinlaw.com/en/insights/newsletters/2024/04/newsletters-finance-fs-weekly-roundup-040424,2024-04-04
Issue 44: PTAB Trial Tracker,https://www.goodwinlaw.com/en/insights/publications/2024/04/alerts-otherindustries-ptab-issue-44,2024-04-04
Commercial real estate investors expect the market to improve and transactions to increase,https://www.goodwinlaw.com/en/insights/publications/2024/04/insights-realestate-reit-commercial-real-estate-investors-expect,2024-04-03
A Look Ahead in Life Sciences: What We Are Tracking in Q2 2024 and Beyond,https://www.goodwinlaw.com/en/insights/blogs/2024/04/a-look-ahead-in-life-sciences-what-we-are-tracking-in-q2-2024-and-beyond,2024-04-01
A Look Ahead in Life Sciences: What We Are Tracking in Q2 2024 and Beyond,https://www.goodwinlaw.com/en/insights/publications/2024/04/insights-lifesciences-a-look-ahead-in-life-sciences-q2,2024-04-01
REGENXBIO and Sarepta Agree to Stay Litigation Pending Outcome of Sarepta’s IPR Petition,https://www.goodwinlaw.com/en/insights/blogs/2024/03/regenxbio-and-sarepta-agree-to-stay-litigation-pending-outcome-of-sareptas-ipr-petition,2024-03-29
Debt Download,https://www.goodwinlaw.com/en/insights/newsletters/2024/03/newsletters-practices-df-debt-download-032924,2024-03-29
USPTO Emphasizes Searches of FDA Databases for Pharmaceutical Patent Applications,https://www.goodwinlaw.com/en/insights/blogs/2024/03/uspto-emphasizes-searches-of-fda-databases-for-pharmaceutical-patent-applications,2024-03-28
Fresenius Kabi and Formycon Reach Settlement Agreement for Ustekinumab Biosimilar Candidate in Europe and Canada,https://www.goodwinlaw.com/en/insights/blogs/2024/03/fresenius-kabi-and-formycon-reach-settlement-agreement-for-ustekinumab-biosimilar-candidate-in-europ,2024-03-28
Interpretable Algorithms as a Potential Solution to CFPB’s Guidance on AI-driven Credit Denials,https://www.goodwinlaw.com/en/insights/blogs/2024/03/interpretable-algorithms-as-a-potential-solution-to-cfpbs-guidance-on-ai-driven-credit-denials,2024-03-28
FDA Approves First Gene Therapy to Treat Children with Metachromatic Leukodystrophy,https://www.goodwinlaw.com/en/insights/blogs/2024/03/fda-approves-first-gene-therapy-to-treat-children-with-metachromatic-leukodystrophy,2024-03-28
"Washington’s My Health My Data Act Comes Into Force – What You Need to Know, and Do",https://www.goodwinlaw.com/en/insights/publications/2024/03/alerts-technology-hltc-my-health-my-data-act-mhmda,2024-03-28
At the Intersection of ‘S’ and ‘G’ of ESG: London Leading the Way on Board Diversity — An Update on Latest FTSE Women Leaders Review and Parker Review Reports,https://www.goodwinlaw.com/en/insights/publications/2024/03/alerts-otherindustries-at-the-intersection-of-s-and-g-of-esg,2024-03-28
Agencies Extend Applicability Date of Certain Provisions of their CRA Final Rule,https://www.goodwinlaw.com/en/insights/newsletters/2024/03/newsletters-finance-fs-weekly-roundup-032824,2024-03-28
Biden Administration Proposes Biosimilar Substitution Without Interchangeability,https://www.goodwinlaw.com/en/insights/blogs/2024/03/biden-administration-proposes-biosimilar-substitution-without-interchangeability,2024-03-27
A Changing Regulatory and Reimbursement Landscape for Weight-Loss Drugs,https://www.goodwinlaw.com/en/insights/publications/2024/03/alerts-lifesciences-hltc-changing-regulatory-reimbursement-weight-loss-drugs,2024-03-27
"In Updated Guidance on Use of Tracking Technologies by HIPAA Regulated Entities, HHS-OCR Takes Expansive View of When Information Related to Unauthenticated Individuals Is PHI",https://www.goodwinlaw.com/en/insights/publications/2024/03/alerts-practices-hltc-updated-guidance-tracking-technologies-hipaa-entities,2024-03-27
"Featured Speaker: State of the Real Estate Capital Markets, REIT, Private and IPO Market",https://www.goodwinlaw.com/en/insights/publications/2024/03/insights-realestate-featured-speaker-state-of-the-real-estate-capital-markets,2024-03-27
Global Flows of Capital,https://www.goodwinlaw.com/en/insights/publications/2024/03/insights-realestate-global-flows-of-capital,2024-03-27
Burst Session I: Hospitality + Hybrid Hospitality,https://www.goodwinlaw.com/en/insights/publications/2024/03/insights-realestate-burst-session-i-hospitality-hybrid-hospitality,2024-03-27
Burst Session II: Trends in the Office Sector,https://www.goodwinlaw.com/en/insights/publications/2024/03/insights-realestate-burst-session-ii-trends-in-the-office-sector,2024-03-27
Keynote Session: Matt Anderson,https://www.goodwinlaw.com/en/insights/publications/2024/03/insights-realestate-keynote-session-matt-anderson,2024-03-27
European Health Data Space: European Council and European Parliament Strike A Deal,https://www.goodwinlaw.com/en/insights/blogs/2024/03/european-health-data-space-european-council-and-european-parliament-strike-a-deal,2024-03-26
Traps for the Unwary: Using Alternative Credit Data to Expand Credit Access to LMI Individuals and Underrepresented Communities,https://www.goodwinlaw.com/en/insights/publications/2024/03/insights-finance-ftec-traps-for-the-unwary-using-alternative,2024-03-26
2023-2024 Key Trends and Updates: Securities Litigation Against Life Sciences Companies Webinar,https://www.goodwinlaw.com/en/insights/blogs/2024/03/2023-2024-key-trends-and-updates-securities-litigation-against-life-sciences-companies-webinar,2024-03-25
Incentive Equity: Vesting Criteria for Management Teams of PE-Backed Portfolio Companies,https://www.goodwinlaw.com/en/insights/publications/2024/03/insights-privateequity-incentive-equity-vesting-criteria,2024-03-25
Charting the DOJ’s Record Breaking Year for False Claims Act Enforcement,https://www.goodwinlaw.com/en/insights/publications/2024/03/insights-otherindustries-gie-charting-the-doj-record-breaking-year,2024-03-25
Charting the DOJ’s Record Breaking Year for False Claims Act Enforcement,https://www.goodwinlaw.com/en/insights/publications/2024/03/insights-practices-charting-the-dojs-for-false-claims-act-enforcement,2024-03-25
Antitrust & Competition Technology 2023 Year in Review,https://www.goodwinlaw.com/en/insights/publications/2024/03/insights-technology-antitrust-competition-technology-2023-year-in-review,2024-03-25
Women’s History Month Spotlight: Emmanuelle Charpentier and Jennifer Doudna,https://www.goodwinlaw.com/en/insights/blogs/2024/03/womens-history-month-spotlight-emmanuelle-charpentier-and-jennifer-doudna,2024-03-22
Wisconsin Becomes Third State to Enact Law Regulating Earned Wage Access Services,https://www.goodwinlaw.com/en/insights/publications/2024/03/alerts-finance-ftec-wisconsin-to-enact-regulating-earned-wage-access-services,2024-03-22
FinCEN Publishes an Administrative Ruling Regarding Customer Identification Program and Customer Due Diligence Requirements for Designated Beneficiaries of Individual Retirement Accounts,https://www.goodwinlaw.com/en/insights/newsletters/2024/03/newsletters-finance-fs-weekly-roundup-032124,2024-03-21
ELTIF 2.0 RTS: Commission Orders ESMA to Think Again,https://www.goodwinlaw.com/en/insights/publications/2024/03/alerts-practices-pif-eltif-2-0-rts-commission-orders-esma-to-think-again,2024-03-21
The New UK Public Offers Regime: Three Key Takeaways and Next Steps,https://www.goodwinlaw.com/en/insights/publications/2024/03/alerts-technology-new-uk-public-offers-regime-three-key-takeaways-next-steps,2024-03-20
Celltrion Announces Commercial Availability of ZYMFENTRA™ (infliximab-dyyb),https://www.goodwinlaw.com/en/insights/blogs/2024/03/celltrion-announces-commercial-availability-of-zymfentra-infliximabdyyb,2024-03-19
Updates on Aflibercept BPCIA Litigation,https://www.goodwinlaw.com/en/insights/blogs/2024/03/updates-on-aflibercept-bpcia-litigation,2024-03-19
"What's Hot in Commercial Real Estate, in Charts",https://www.goodwinlaw.com/en/insights/publications/2024/03/insights-realestate-whats-hot-in-commercial-real-estate-in-charts,2024-03-19
Germany Set To Legalize Adult-Use Cannabis,https://www.goodwinlaw.com/en/insights/publications/2024/03/alerts-practices-can-germany-legalizes-adult-use-cannabis,2024-03-19
Celltrion Submits BLA for Omalizumab Biosimilar,https://www.goodwinlaw.com/en/insights/blogs/2024/03/celltrion-submits-bla-for-omalizumab-biosimilar,2024-03-18
FinTech Companies Settle PPP-related Claims with FTC,https://www.goodwinlaw.com/en/insights/blogs/2024/03/fintech-companies-settle-ppp-related-claims-with-ftc,2024-03-18
New SEC Climate Rules Stayed by Fifth Circuit – For Now,https://www.goodwinlaw.com/en/insights/publications/2024/03/alerts-practices-pca-new-sec-climate-rules,2024-03-18
Chamber of Commerce Sues CFPB To Eliminate or Enjoin $8 Late Fee Cap,https://www.goodwinlaw.com/en/insights/blogs/2024/03/chamber-of-commerce-sues-cfpb-to-eliminate-or-enjoin-$8-late-fee-cap,2024-03-15
"Fresenius Kabi Announces FDA Approval of TYENNE, a Tocilizumab Biosimilar Referencing ACTEMRA",https://www.goodwinlaw.com/en/insights/blogs/2024/03/fresenius-kabi-announces-fda-approval-of-tyenne-a-tocilizumab-biosimilar-referencing-actemra,2024-03-15
"In Continuing Efforts to Incentivize Self-Disclosures and Cooperation, DOJ Announces Pilot Program to Pay Criminal Whistleblowers",https://www.goodwinlaw.com/en/insights/publications/2024/03/alerts-otherindustries-doj-announces-pilot-program,2024-03-15
FDA’s Laboratory Developed Test (LDT) Final Rule Under OIRA Review; Subcommittee on Health to Hold Hearing on Regulation of Diagnostic Tests,https://www.goodwinlaw.com/en/insights/blogs/2024/03/fdas-laboratory-developed-test-ldt-final-rule-under-oira-review,2024-03-14
Series 1 - The World’s First AI Regulation Is Here,https://www.goodwinlaw.com/en/insights/publications/2024/03/alerts-practices-aiml-series-1-the-worlds-first-ai-regulation-is-here,2024-03-14
Federal Reserve Announces Final Rule Updating Risk Management Requirements for Certain Systemically Important Financial Market Utilities,https://www.goodwinlaw.com/en/insights/newsletters/2024/03/newsletters-finance-fs-weekly-roundup-031424,2024-03-14
Digital Markets Act: Mandatory Compliance for Big Tech Companies,https://www.goodwinlaw.com/en/insights/publications/2024/03/insights-technology-digital-markets-act-mandatory-compliance,2024-03-14
DoD Significantly Expands Voluntary Cybersecurity Program for Defense Contractors,https://www.goodwinlaw.com/en/insights/publications/2024/03/alerts-practices-dpc-dod-expands-cybersecurity-program-defense-contractors,2024-03-14
Dos and Don'ts of Interacting with Bank Regulators,https://www.goodwinlaw.com/en/insights/publications/2024/03/insights-finance-dos-and-donts-of-interacting-with-bank-regulators,2024-03-14
Major Life Sciences Licensing Deal Trends in China in 2023,https://www.goodwinlaw.com/en/insights/blogs/2024/03/major-life-sciences-licensing-deal-trends-in-china-in-2023,2024-03-13
USPTO’s New Guidance on AI-Assisted Inventions: The Impact on the Use of AI in the Life Sciences,https://www.goodwinlaw.com/en/insights/blogs/2024/03/usptos-new-guidance-on-ai-assisted-inventions-the-impact-on-the-use-of-ai-in-the-life-sciences,2024-03-13
Major Life Sciences Licensing Deal Trends in China in 2023,https://www.goodwinlaw.com/en/insights/publications/2024/03/insights-lifesciences-major-life-sciences-licensing-deal-trends,2024-03-13
USPTO’s New Guidance on AI-Assisted Inventions: The Impact on the Use of AI in the Life Sciences,https://www.goodwinlaw.com/en/insights/publications/2024/03/alerts-practices-ip-uspto-new-guidance-on-ai-assisted-inventions,2024-03-12
Forward to the Past: HNW and Sophisticated Exemptions for UK Investors,https://www.goodwinlaw.com/en/insights/publications/2024/03/alerts-otherindustries-fs-forward-to-the-past-hnw-and-sophisticated,2024-03-12
The Coming Storm: Preparing for The SEC's Final Climate-Related Disclosure Rules,https://www.goodwinlaw.com/en/insights/publications/2024/03/alerts-otherindustries-pca-the-coming-storm-preparing-for-the-sec,2024-03-12
Antitrust & Competition Healthcare Year in Review 2023,https://www.goodwinlaw.com/en/insights/publications/2024/03/insights-otherindustries-hltc-antitrust-competition-year-in-review-2023,2024-03-11
The CFPB’s Final Rule Imposes Significant Restrictions on Credit Card Late Fees,https://www.goodwinlaw.com/en/insights/blogs/2024/03/the-cfpbs-final-rule-imposes-significant-restrictions-on-credit-card-late-fees,2024-03-10
Minnesota AG Sues Solar Lending Companies Over Hidden Fees,https://www.goodwinlaw.com/en/insights/blogs/2024/03/minnesota-ag-sues-solar-lending-companies-over-hidden-fees,2024-03-08
FDA Approves Sandoz Denosumab Biosimilars,https://www.goodwinlaw.com/en/insights/blogs/2024/03/fda-approves-sandoz-denosumab-biosimilars,2024-03-08
The CFPB’s “Junk Fees” Initiative: Recent Developments and Trends,https://www.goodwinlaw.com/en/insights/publications/2024/03/insights-finance-ftec-the-cfpbs-junk-fees-initiative-recent,2024-03-08
"Biocon Settles with Bayer and Regeneron, Securing Canada Market Entry Date for Aflibercept Biosimilar",https://www.goodwinlaw.com/en/insights/blogs/2024/03/biocon-settles-with-bayer-and-regeneron-securing-canada-market-entry-date-for-aflibercept-biosimilar,2024-03-07
"Biocon Settles with Janssen, Securing U.S. Market Entry Date for Ustekinumab Biosimilar",https://www.goodwinlaw.com/en/insights/blogs/2024/03/biocon-settles-with-janssen-securing-us-market-entry-date-for-ustekinumab-biosimilar,2024-03-07
CFPB Issues Guidance Regarding Comparison-Shopping Results for Credit Cards and Other Financial Products,https://www.goodwinlaw.com/en/insights/newsletters/2024/03/newsletters-finance-fs-weekly-roundup-030724,2024-03-07
"In This Issue: In re Sears Hometown and Outlet Stores, Inc. Stockholder Litigation, 2024 WL 262322 (Del. Ch. Jan. 24, 2024); Mi v. Waterdrop Inc., 2024 WL 159191 (2nd Cir. Jan. 16, 2024).",https://www.goodwinlaw.com/en/insights/newsletters/2024/03/newsletters-sslit-securities-snapshot-030724,2024-03-07
