title,url,date
And Now A Word From The Panel: A Strong Year For MDLs,https://www.sidley.com/-/media/publications/law360--and-now-a-word-from-the-panel--a-strong-year-for-mdls.pdf?la=en&rev=dee785c9cf3540a9920b2614b4d15b82,2024-01-24
Defending Against Label-Based Lawsuits,https://www.sidley.com/-/media/publications/pharmexec--defending-against-labelbased-lawsuits.pdf?la=en&rev=4466e710b71048da9fd71d2432e9c7cb,2024-01-11
Registered Investment Companies Look To Blockchain and Digital Securities to “Pull-Forward” and Modernize Offerings,https://www.sidley.com/-/media/publications/terrero_kutner_zamichow_rscr_final.pdf?la=en&rev=caf1bba0b6a845519afad47a917ac9c2,2023-12-20
Federal Rule of Evidence 702(d) Changes Clamp Down on Mismatched Expert Conclusions,https://www.sidley.com/-/media/publications/wlt_rothman.pdf?la=en&rev=f3a2d11c7b314bac8c4e29ea98aa9c98,2023-12-19
Implications of UK Competition Law on the Insurance Sector,https://www.sidley.com/-/media/publications/thomson-reuters-practical-law--implications-of-uk-competition-law-on-the-insurance-sector.pdf?la=en&rev=37daf6fa4f864e89a182346e1d592eaf,2023-12-18
Chambers Alternative Funds Global Practice Guide,https://www.sidley.com/-/media/publications/chambers-alternative-funds-global-practice-guide.pdf?la=en&rev=fe99deca8c1f41d6994b771d969c7dc1,2023-12-18
Replacing Attorney Review? Sidley's Experimental Assessment of GPT-4’s Performance in Document Review,https://www.sidley.com/-/media/publications/tal213202454432austin.pdf?la=en&rev=fe3fd6b2cf6c426f9c8e32902c91df1e,2023-12-13
The International Comparative Legal Guide to: Merger Control 2024,https://www.sidley.com/-/media/publications/mc24_chapter-36_usa.pdf?la=en&rev=5ff6d045804b4cecaa1be1821d6e8247,2023-12-04
And Now A Word From The Panel: Tracking MDL Geography,https://www.sidley.com/-/media/publications/law360--and-now-a-word-from-the-panel-tracking-mdl-geography-002.pdf?la=en&rev=33a01acbe18040778e8d920f6d988865,2023-11-29
Three Key Roles of the Board of Directors,https://www.sidley.com/-/media/publications/three-key-roles-of-the-board-of-directors-487344524430-v2.pdf?la=en&rev=17d84b4e0e7440fe8176b8ab22ba75b9,2023-11-01
The Employees’ Securities Company: An Employee Retention Vehicle,https://www.sidley.com/-/media/publications/the-employees-securities-company_-an-employee-retention-vehicle-_-new-york-law-journal.pdf?la=en&rev=8cea9bdf061840d9a2def5845325df43,2023-11-24
"In-Depth: Privacy, Data Protection and Cybersecurity",https://www.sidley.com/en/-/media/publications/global-overview.pdf?la=en,2023-11-17
Controlling Contaminants: Risks to Your Supply Chain and Beyond,https://www.sidley.com/-/media/publications/recall-index-report--pharmaceutical-article-by-sidley-austin.pdf?la=en&rev=d009c408bab1496e8f9402d6ed36fb4f,2023-11-15
Teaching an Old Bond New Tricks: Blockchain-Based Digital Bonds Are Reinvigorating the Global Bond Market,https://www.sidley.com/-/media/publications/teaching-an-old-bond-new-tricks-blockchainbased-digital-bonds-are-reinvigorating-the-global-bond-mar.pdf?la=en&rev=2c17904a2d6042b0b7d880db9103489a,2023-10-31
A Light at the End of the Tunnel: Rebounding Biotech Transactions Provide Hope for Life Sciences Companies,https://www.sidley.com/en/insights/publications/2023/09/a-light-at-the-end-of-the-tunnel-rebounding-biotech-transactions-life-sciences-companies,2023-09-22
"Don’t Take It Personal, But That Device You’re Using for Work Isn’t Confidential",https://www.sidley.com/-/media/publications/sidley-austin-dj-10323.pdf?la=en&rev=61427af784e54b8f9a8dc0563d16a374,2023-10-03
"The Food, Beverage and Cosmetics Law Review – Third Edition",https://www.sidley.com/-/media/publications/california.pdf?la=en&rev=3ba4b074afdc4942b4ff287c8498ff4a,2023-09-27
And Now A Word From The Panel: A One-State MDL?,https://www.sidley.com/-/media/publications/law360--and-now-a-word-from-the-panel-a-onestate-mdl.pdf?la=en&rev=4e6330f81019416abc9bf8f5b332db7d,2023-09-27
And Now A Word From The Panel: 55 Years Of The JPML,https://www.sidley.com/-/media/publications/law360--and-now-a-word-from-the-panel-55-years-of-the-jpml.pdf?la=en&rev=c563976056c64dfcbcbf2039f9506bc0,2023-07-26
Universal Proxy Cards and the Continued Salience of the Case for Change,https://www.sidley.com/-/media/publications/tl-sidley-4q23.pdf?la=en&rev=e9a9b953a845414686b4615784787ce7,2023-09-20
Annual Review of Federal Securities Regulation,https://www.sidley.com/-/media/publications/full-survey-section-fed-regulations-of-securitiestbl-783-full-sectionfederal-regulation-of-securitie.pdf?la=en&rev=c0cbe22efdea450288f3831881e9cbae,2023-09-19
A Practical Solution To Life Sciences Joint Venture Disputes,https://www.sidley.com/-/media/publications/a-practical-solution-to-life-sciences-joint-venture-disputes.pdf?la=en&rev=ca6ec4c602df4e17b4051a21b038e15a,2023-09-18
The Key Takeaways From Last Week’s Second Annual CFIUS Conference,https://www.sidley.com/-/media/publications/the-key-takeaways-from-last-weeks-second-annual-cfius-conference.pdf?la=en&rev=91eb4e2f44444554ac2abdf08d5e48e7,2023-09-16
Schumer Framework May Forge U.S. Model on AI Governance,https://www.sidley.com/-/media/publications/law360--schumer-framework-may-forge-us-model-on-ai-governance.pdf?la=en&rev=29ec7f3a3ab847c8aac2d29242d25636,2023-09-05
Sustainable Aviation Fuel: Reality or Mirage?,https://www.sidley.com/en/insights/publications/2023/09/sustainable-aviation-fuel-reality-or-mirage,2023-08-29
Annual Survey of Judicial Developments Pertaining to Mergers and Acquisitions,https://www.sidley.com/-/media/publications/013tbl-783-jud-dev-survey.pdf?la=en&rev=5fdd55aae0174fac813273491b3564df,2023-08-22
NLRB Narrows Independent Contractor Definition and Reverts to Obama-Era Rule,https://www.sidley.com/-/media/publications/wlt_allen.pdf?la=en&rev=2c10383de9a347b498dff1a91d95b6fc,2023-08-22
Revival of the Financial Stability Oversight Council: FSOC Proposes Two Key Guidance Documents,https://www.sidley.com/-/media/publications/michael-d-lewis-and-matthew-s-katz.pdf?la=en&rev=dc5be8ee0ed94926b7ce76debd923133,2023-09-01
"How I Made Partner: 'The Path to Partnership Requires Much More Than Working Hard,' Says Marisa S. West of Sidley",https://www.sidley.com/-/media/publications/law823202346009sidley.pdf?la=en&rev=ab0c53ef56c9410590bfecd95f0b4e5c,2023-08-21
Beware of Bots and AI: Minimizing the Risk of Fraudulent Claims in Class Action Settlements,https://www.sidley.com/en/insights/publications/2023/08/beware-of-bots-and-ai-minimizing-the-risk-of-fraudulent-claims-in-class-action-settlements,2023-08-18
5th Circ. Ruling Will Spur Challenges To No-Action Letters,https://www.sidley.com/-/media/publications/law360--5th-circ-ruling-will-spur-challenges-to-noaction-letters.pdf?la=en&rev=d55dc5c8b166421f9c0320e80ed13bc1,2023-08-10
Texas Legislature Takes Aim at the Use of ESG-Related Factors by Insurance Companies,https://www.sidley.com/en/insights/publications/2023/08/texas-legislature-takes-aim-at-the-use-of-esg-related-factors-by-insurance-companies,2023-08-08
"How I Made Partner: 'Communicate Your Career Goals to Others,' Says Genevieve G. Weiner of Sidley",https://www.sidley.com/-/media/publications/law1002202346009sidley.pdf?la=en&rev=7ad9765204264a41a887ae30fd4eb4f2,2023-08-07
Global Arbitration Review: The Guide to Advocacy ‒ Sixth Edition,https://www.sidley.com/-/media/publications/d-roney-crossexamination-of-experts-gar-guide-to-advocacy.pdf?la=en&rev=bb6080c6e69a4bd1ad2b952f75683905,2023-08-01
AI and the Role of the Board of Directors,https://www.sidley.com/-/media/publications/h-gregory-practical-law-journal--ai-and-the-role-of-the-board-of-directors-aug-2023.pdf?la=en&rev=c142662441af4aebb7bda5e8074f3190,2023-08-01
Attorneys Should Be Aware of Rules for Remote Trial Testimony,https://www.sidley.com/-/media/publications/attorneys-should-be-aware-of-rules-for-remote-trial-testimony.pdf?la=en&rev=bd009a23185b411ba5d307fd9afb1479,2023-07-24
How To Deal With Shareholder Activists: An Open Letter to Corporate CEOs and Founders,https://www.sidley.com/-/media/publications/acbj-0245677_eprint_final.pdf?la=en&rev=6fa58690abd84c69bed0309c90510793,2023-07-24
The Board as Activist,https://www.sidley.com/-/media/publications/db_boardasactivist.pdf?la=en&rev=9f2e0d84b88640dd9a14dd0b96a095cf,2023-07-11
FinTech M&A Potential Pitfalls and Regulatory Aspects,https://www.sidley.com/-/media/publications/fintech-ma-potential-pitfalls-and-regulatory-aspects.pdf?la=en&rev=b68dd7bf6db04f7799d8fcc003fe420e,2023-07-07
An Example of How Chemical Regulation Is Misshaping Litigation and What Defendants Can Do to Rebut Government Risk Assessments at Trial,https://www.sidley.com/-/media/publications/june-ftdboyer-et-al.pdf?la=en&rev=bc94043904694d1fbfb1de14488eb561,2023-06-01
EPA Nod for La. Program Bodes Well for Carbon Storage,https://www.sidley.com/-/media/publications/law360--epa-nod-for-la-program-bodes-well-for-carbon-storage.pdf?la=en&rev=367ba674c1444463a0ff68432de5b718,2023-06-02
Getting the Deal Through – Corporate Governance 2023,https://www.sidley.com/-/media/publications/2023-corporate-governance--usa.pdf?la=en&rev=269a18fb7936463cbcfa99e9d613718a,2023-06-01
Corporate Officers’ Role in Corporate Governance: What Officers Need to Know,https://www.sidley.com/en/insights/publications/2023/05/corporate-officers-role-in-corporate-governance-what-officers-need-to-know,2023-05-31
Turning From Roads to Rails: CARB Approves In-Use Locomotive Regulation,https://www.sidley.com/-/media/publications/turning-from-roads-to-rails-carb-approves-inuse-locomotive-regulation.pdf?la=en&rev=9456cc0ebef54638871c01af5c9d2c86,2023-05-26
And Now A Word From The Panel: MDLs As A Last Resort,https://www.sidley.com/-/media/publications/law360--and-now-a-word-from-the-panel--mdls-as-a-last-resort.pdf?la=en&rev=bd3d8940e07e468ab3f590f17f244169,2023-05-24
"Regulation Best Interest: Emerging Arbitration, Regulatory, and Enforcement Developments",https://www.sidley.com/-/media/publications/thyagarajan_alessi_ferraris_rscr_final1.pdf?la=en&rev=5aaed1e9d21e44bd91535facd1bbdb96,2023-05-24
New NFA Digital Asset Rule Shows Regulators On Offense,https://www.sidley.com/-/media/publications/law360--new-nfa-digital-asset-rule-shows-regulators-on-offense.pdf?la=en&rev=092e3e1969814d1299285e9c7de0ea3e,2023-05-22
Scrutiny of the Use of AI by Life Insurers Is Increasing,https://www.sidley.com/en/insights/publications/2023/05/scrutiny-of-the-use-of-ai-by-life-insurers-is-increasing,2023-05-22
Anatomy of a CVR: A Primer on the Key Components and Trends of CVRs in Life Sciences Public M&A Deals,https://www.sidley.com/-/media/publications/anatomy-of-a-cvr-a-primer-on-the-key-components-and-trends-of-cvrs-in-life-sciences-public-ma-deals.pdf?la=en&rev=849ca264e438474cb90d2c901a4b357e,2023-05-19
Businesses Need Flexibility Until Tax-and-Climate Law Is Clearer,https://www.sidley.com/-/media/publications/bloomberg-tax--businesses-need-flexibility-until-taxandclimate-law-is-clearer.pdf?la=en&rev=d1fb8e341c2046a0b0d080231d51fe6b,2023-05-17
Why ESG Disclosures Belong in the Legal Department,https://www.sidley.com/-/media/publications/why-esg-disclosures-belong-in-the-legal-department--acc-docket-articlecompressed.pdf?la=en&rev=66ca9e62b7f04db0a01b7aaa3d308898,2023-05-16
Future-Proofing the Board of Directors,https://www.sidley.com/-/media/publications/futureproofing-the-board-of-directors-_-practical-law-the-journal-_-reuters.pdf?la=en&rev=4214c4957d5940c09b0c90739db262cb,2023-05-01
The BBA’s ‘Cease to Exist’ Rule in Partnership M&A Transactions,https://www.sidley.com/-/media/publications/the-bbas-cease-to-exist-rule-in-partnership-ma-transactions.pdf?la=en&rev=c9e1396195bf4767a8bb4f9142c75735,2023-05-16
What California’s PFAS Law Could Mean for the Cosmetics Industry Nationwide,https://www.sidley.com/-/media/publications/51623--cosmetics--toiletries--gilford-and-griffin.pdf?la=en&rev=c0fb3dc293854cce838ab036c5ec3de9,2023-05-16
DOJ Expectations for Corporate Environmental Compliance Programs,https://www.sidley.com/-/media/publications/doj-expectations-for-corporate-environmental-compliance-programs.pdf?la=en&rev=7cd66e977b9745409d4186006c8aff84,2023-05-01
In-House Counsel Privilege – Soon to Arrive in Switzerland,https://www.parlament.ch/centers/kb/Documents/2007/Kommissionsbericht_RK-S_07.3281_2008-04-15.pdf,2023-04-26
What Counsel Should Know About PFAS Regulation and Litigation,https://www.sidley.com/-/media/publications/42123--bloomberg-law--jones-and-st-charles-updated.pdf?la=en&rev=453f1d67ce534455986478517999ccfe,2023-04-21
International Dispute Resolution 2.0: Innovative Tools to Empower Clients,https://www.sidley.com/en/-/media/publications/tool-1--arbitration-clause-builder.pdf?la=en,2023-04-20
What The First Universal Proxy Card Contests Say About the Future of Activism,https://www.sidley.com/-/media/publications/04192023whatthefirstuniversalproxycardcontestssayaboutthefutureofactivism.pdf?la=en&rev=a301ee4c2452423cb1a442c3485fd609,2023-04-19
Update on New Swiss Conflict Minerals and Child Labor Due Diligence Obligations,https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/27/317_321_377/20230101/en/pdf-a/fedlex-data-admin-ch-eli-cc-27-317_321_377-20230101-en-pdf-a.pdf,2023-04-19
Proposition 65: More of the Same Despite an Everchanging Landscape,https://www.sidley.com/en/insights/publications/2023/04/proposition-65-more-of-the-same-despite-an-everchanging-landscape,2023-04-18
The Smartest Securities on the Block: Blockchain-Based Digital Securities Look to Disrupt Securities Offerings and the Capital Markets,https://www.sidley.com/-/media/publications/wltterrerochazen-489526075991-v1.pdf?la=en&rev=736c297a2fc041918d69b9d01fc7ba72,2023-04-18
Winning Trial Strategies: Top Tips for Defendants in Presenting Complex Scientific Principles to a Jury,https://www.sidley.com/-/media/publications/wlt_mccall.pdf?la=en&rev=00b22467dfdc421c88370459bff42e63,2023-04-10
Chambers 2023 Global Practice Guides for Data Protection & Privacy and Cybersecurity,https://www.sidley.com/-/media/publications/data-protection-and-privacy-2023.pdf?la=en&rev=98586f2d8e504575a73309e128c0ac63,2023-04-05
The FDA and Patent Office React to Biden’s Call to Action on DrugPatents,https://www.sidley.com/-/media/publications/the-fda-and-patent-office-react-to-bidens-call-to-action-on-drug-patents-_-new-york-law-journal.pdf?la=en&rev=3dc99dea1440437585cf8565f72fddfd,2023-04-04
Fraudulent Joinder: Strategies for Removal to Federal Court,https://www.sidley.com/-/media/publications/fraudulent-joinder.pdf?la=en&rev=f5bcb42d63a948df865d110ff87c0b33,2023-03-29
And Now A Word From The Panel: Baseball And MDLs,https://www.sidley.com/-/media/publications/law360--and-now-a-word-from-the-panel-baseball-and-mdls.pdf?la=en&rev=64a556c47ac34b2d8a877154bd0e7bc6,2023-03-29
Defamation Alternatives For Suing Hoax Social Media Users,https://www.sidley.com/-/media/publications/law360--defamation-alternatives-for-suing-hoax-social-media-users-003.pdf?la=en&rev=9577a1b5ba6c40fa932fdec6c6898a81,2023-03-23
The Evolving Battlefronts of Shareholder Activism,https://www.sidley.com/-/media/uploads/the-evolving-battlefronts-of-shareholder-activism.pdf?la=en&rev=4098a5fe3b4b489ea9153a475073d278,2023-03-13
Data Reveals Bigger Picture Beyond HHS' Telehealth Audit,https://www.sidley.com/-/media/publications/law360--data-reveals-bigger-picture-beyond-hhs-telehealth-audit.pdf?la=en&rev=618175dc5caf4047b89c3e40705401d0,2023-03-10
Getting the Deal Through – Vertical Agreements 2023,https://www.sidley.com/-/media/uploads/2023-vertical-agreements--european-union.pdf?la=en&rev=be1ad919d7ac4423a59629c0aecd5ab2,2023-02-28
3D Printing — Custom-Made vs. Adaptable Medical Devices and Their Requirements,https://health.ec.europa.eu/system/files/2021-03/mdcg_2021-3_en_0.pdf,2023-02-24
Femtech - Digital Health – Considerations in Early Stage Due Diligence,https://www.sidley.com/-/media/uploads/slsb--femtech--digital-health--considerations-in-early-stage-due-diligence.pdf?la=en&rev=baae20787ede413fb42f63b68a1b307f,2023-02-16
Key Considerations for Cross-Border M&A in the Mining and Metals Industry,https://www.sidley.com/en/insights/publications/2023/02/key-considerations-for-crossborder-ma-in-the-mining-and-metals-industry,2023-02-16
Asset Managers Stick to London as New UK Tax Rules Take Hold,https://www.sidley.com/en/insights/publications/2023/02/asset-managers-stick-to-london-as-new-uk-tax-rules-take-hold,2023-02-16
Aviation In 2023: Clearer Skies Ahead,https://www.sidley.com/-/media/publications/law360--aviation-in-2023-clearer-skies-ahead.pdf?la=en&rev=464a0181d82a46509d62d4374d2e5aad,2023-02-09
NAV Financings and “Bankruptcy Unlikely” Special Purpose Vehicles,https://www.sidley.com/-/media/publications/pli-article--sidley--nav-financings-2022_02-2023.pdf?la=en&rev=eb74a8ed9c9c48d79ab49d1d4bdd630a,2023-02-02
Resumed FTC Enforcement Against Price Discrimination and Ramifications of a Conscious Uncoupling of Price Discrimination From Robinson-Patman,https://www.sidley.com/-/media/publications/6resumedftcenforcementagainstpricediscriminationandramificationsofaconsciousuncouplingofpricediscrim.pdf?la=en&rev=15bc70a9e3804186ad9e4da4a4fd9b13,2023-01-30
Pharmacovigilance Must Ready Itself for AI,https://www.icmra.info/drupal/sites/default/files/2021-08/horizon_scanning_report_artificial_intelligence.pdf,2023-01-30
Serious Incident Reporting for Medical Devices — Serious Implications of Nonreporting,https://www.sidley.com/-/media/publications/serious-incident-reporting-for-medical-devices--serious-implications-of-nonreporting.pdf?la=en&rev=eab008d91c8940b99225e97b73bf40db,2023-01-30
U.S.–Swiss Mutual Recognition Agreement on Good Manufacturing Practices,https://www.sidley.com/-/media/publications/usswiss-mutual-recognition-agreement-on-good-manufacturing-practices.pdf?la=en&rev=252b292fc87841789e518c8b89c27b49,2023-01-30
And Now A Word From The Panel: 2022 MDLs By The Numbers,https://www.sidley.com/-/media/publications/law360--and-now-a-word-from-the-panel-2022-mdls-by-the-numbers.pdf?la=en&rev=5bde4507c2a8418bbb4637d98f6a39d0,2023-01-24
EU’s Green Deal Turns ESG Programs Into a “Must Have”,https://www.sidley.com/en/insights/publications/2023/01/eu-green-deal-turns-esg-programs-into-a-must-have,2023-01-01
"Environmental, Social, and Governance (ESG) Programs will be Subject to Increased Scrutiny",https://www.sidley.com/en/insights/publications/2023/01/environmental-social-and-governance-esg-programs-will-be-subject-to-increased-scrutiny,2023-01-01
Worthless Debt Securities and Bad Debts: Identifying Identifiable Events,https://www.sidley.com/-/media/publications/barzilai_tax-notes.pdf?la=en&rev=65e214d36e5241bfafa25a411bd682e3,2023-01-09
Will Climate Tech Survive the Market Downturn?,https://www.sidley.com/-/media/publications/daily-journal-122822--climate-tech.pdf?la=en&rev=5009fced7227417ca2fd72a75cc5aa23,2022-12-28
The International Comparative Legal Guide to: Merger Control 2023,https://www.sidley.com/-/media/publications/mc23_chapter-36_usa.pdf?la=en&rev=384bdeafd5944a5995f492435d6758db,2022-12-14
The Role of Independent Fund Directors: 60 Years Ago and Today,https://www.sidley.com/-/media/publications/viewpoints-the-role-of-independent-fund-directors--12132022.pdf?la=en&rev=f48068a532db4e6d89fefc2021ee1c39,2022-12-12
And Now A Word From The Panel: 10 Years Of MDL Lessons,https://www.sidley.com/-/media/publications/law360--and-now-a-word-from-the-panel--10-years-of-mdl-lessons.pdf?la=en&rev=0defae6020804f8f866c9586cab57bd0,2022-11-30
Board Oversight of Compliance Risk,https://www.sidley.com/-/media/publications/board-oversight-of-compliance-risk.pdf?la=en&rev=ca27324158aa49a6baf896b012152b5e,2022-11-28
Voluntary Disclosures Prove a Useful Tool in Tax Liability Talks,https://www.sidley.com/-/media/publications/bna-insight-re-vda.pdf?la=en&rev=4aba1631f4704904863f2f572f3bbdec,2022-11-21
‘Make-Whole’ Payments Face Potential Game-Changer in Bankruptcy,https://www.sidley.com/-/media/publications/makewhole-payments-face-potential-gamechanger-in-bankruptcy.pdf?la=en&rev=b5c704a16642407eaf770937454af114,2022-11-01
"The Privacy, Data Protection and Cybersecurity Law Review",https://www.sidley.com/-/media/publications/aaaglobal-overview.pdf?la=en&rev=8e228a8bd64e4e2e80ed717cdbcc208e,2022-11-01
