Firm,Publication Title,Chunk Text
CMS,Belgium: New decision about an advertisement for an SUV,"The Belgian self-regulatory body for advertising “JEP” (Jury for fair advertising practices) rendered a decision about an advertisement for an SUV.

The advertiser was an international car manufacturer, who introduced his new SUV model to the public, by showing a picture of it on a billboard.

The surface behind and around the SUV model was entirely green and was composed by vertically growing plants.

A consumer filed a complaint with the Jury against the car manufacturer, accusing him of greenwashing.

According to the consumer, the polluting car (which was not an electric vehicle) was presented (in the advertisement) in an utterly green environment, in the hope that the consumer would associate the car with an environmentally friendly means of transportation.

The Jury rejected the complaint, stating that the green environment in the advertisement points out that the car can be used off-road.

The advertiser does not claim that the car has a positive effect on the environment and the public will not believe that advertiser is offering an environmentally friendly car.

The decision of the Jury is available online in French: https://www.jep.be/fr/decisions-des-jep/land-rover-12-06-2023/ and in Dutch: https://www.jep.be/beslissingen/land-rover-12-06-2023/

This case shows that one can raise an ethical question about a car manufacturer offering for sale a not-so-green SUV in a completely green environment, but from a legal point of view, such advertising might not be misleading.

Consumers know that presenting a car in a green environment does not necessarily mean that the car itself is “green”.

For more information on sustainability claims and greenwashing in Belgium please see here ."
CMS,CMS Public Procurement Group,"World-class public procurement specialists The quality of public services is increasingly determined by world-class skills in public procurement.

The procurement regime applies not only to the public sector but also to certain utilities.

Such bodies’ day to day business as well as any real estate developments, joint ventures, restructuring, reorganisation or sale programme cannot function without a proper understanding of how procurement regulates their plans.

Contractors bidding for work with these bodies also need to be able to navigate this increasingly complex set of rules.

CMS can help you through these processes.

Our specialist procurement lawyers take a thorough approach to legal detail and can also stand back and see the bigger, commercial picture, to deliver the best results.

CMS Public Procurement Group The CMS Public Procurement Practice Group comprises over 175 public procurement law specialists practicing public procurement law in 38 jurisdictions being located in 53 cities in Europe, Africa, Asia and Latin America – committed to assist you.

Familiar with both sides of tender procedures CMS lawyers represent both contracting authorities and private companies participating as bidders in tender procedures.

This long-lasting experience enables us to cover every aspect in complex tender procedures.

Clients on the awarding side benefit from having the tender procedure structured in a legally secure way, while bidders have a better chance of winning the contract.

Broad Sector Experience CMS public procurement specialists have particular expertise in following industry sectors: Infrastructure & Projects Construction industry Healthcare and Life Sciences Energy & Climate Change Financial Services Transport Waste disposal IT and telecommunications Our services for contracting authorities Pre-procurement market engagement Choice of procedure and strategic procurement planning Project management Drafting of tender notices and tender documents Responding to bidders’ questions and any complaints Tender evaluation Preparing and conducting bidder discussions and negotiations Debriefing unsuccessful bidders Contract award Our services for bidders Engaging public sector bodies Developing bidding strategies for contract opportunities Forming bidding consortia Addressing incumbent contractor advantages and ensuring a level playing field Dealing with unfavourable contract specifications Support in complex procurement procedures (e.g. PPP, IT) Drafting and optimising submission documents Support for notification duties, as well as content and timing of procedural complaints Ensuring proper debrief information is received if unsuccessful Procurement Litigation Another key area is advice on procurement review cases and appeals (procurement litigation).

We regularly represent both awarding bodies and bidders in procurement challenges before the tribunals and courts in all the countries in which we operate, as well as in front of the European Commission and the European Court of Justice.

If you want to know whether a specific decision in a tender procedure under a national procurement act can be challenged and how many days are available for remedies, make use of our CMS Public Procurement Remedies Toolbox .

This online tool guides you through the national procurement acts and calculates the time period available for remedies.

Leading individuals CMS lawyers in many countries have shaped the public procurement legal development through numerous publications, lectures and representations as well as involvement in law-making activities.

This in-depth know-how and experience is accessible in all CMS jurisdictions because the CMS team is used to interacting seamlessly across all the countries in which we operate."
CMS,CMS Public Procurement Group,"This in-depth know-how and experience is accessible in all CMS jurisdictions because the CMS team is used to interacting seamlessly across all the countries in which we operate.

Construction and service concessions, public-private partnerships The high complexity of the procurement of concessions and PPP projects requires extensive planning as well as project teams made up of specialists from different areas of expertise (procurement, construction, contract law, public commercial law, corporate law, project finance and tax law) working together in the same project.

Close cooperation with partners from various CMS offices ensures that our lawyers can always draw on international experience and develop tailor-made solutions, also for local projects.

Compliance Compliance is of special importance in public tender procedures.

CMS helps to establish efficient compliance management systems and to assist, if necessary, in investigations and sanctioning procedures in order to mitigate negative consequences such as procurement bans by International Financial Institutions.

Interface with State Aid and Privatisations CMS supports its clients also in transactions in which procurement law implications are easily overlooked.

Real estate transactions or privatisations may not only contain pitfalls made of state aid law but it may also be necessary to consider complex procurement law aspects.

ESG Public tenders not only enable transparent procurement competition to ensure best value for money, but also allow public purchasers to use public funds to achieve environmental and social goals, which often become industry standards that are then applied to contracts between private parties."
CMS,The scope of application of the Markets in Crypto-assets Regulation,"In April 2023, the Markets in Crypto-assets Regulation ( MiCAR ) was ratified becoming the first regulatory framework for crypto-assets with the strategic goals of protecting consumers, investors and market integrity; ensuring financial stability; and supporting innovation.

Thus, MiCAR sets out several rules for crypto-assets players, namely for issuers and Crypto-assets Service Providers ( CASP ).

In this context, it is therefore relevant to determine MiCAR’s scope of application, specifically, to whom does MiCAR apply; what kind of assets are covered by MiCAR; and which activities or services are included in MiCAR.

In addition, what is excluded, either directly or indirectly, by MiCAR is also relevant.

To whom does MiCAR apply?

The regulation is clear in this respect stating that it is applicable to issuers of crypto-assets and to CASPs engaged in the issuance, offers to the public and admission in the trading of crypto-assets or issuers providing services related to crypto-assets in the Union.

What kind of assets does MiCAR cover?

As for the second question, the regulation refers to three different types of crypto-assets covered by the new regulation: Asset-referenced token a crypto-asset that purports to maintain a stable value by referring to another value or right or a combination thereof, including one or more fiat currencies, and is not an electronic money token (paragraph 6, no.1 of article 3 of MiCAR); Electronic money token a crypto-asset with the main purpose to serve as a means of exchange and one that purports to maintain a stable value by referring to the value of a fiat currency (paragraph 7, no.1 of article 3 of MiCAR); Utility token a crypto-asset that is only intended to provide digital access to a good or service supplied by its issuer (paragraph 9, no.1 of article 3 of MiCAR).

Which activiti es/services are included in MiCAR?

MiCAR specifically provides a list of crypto-assets services the custody and administration of crypto-assets on behalf of clients; the operation of a trading platform for crypto-assets; the exchange of crypto-assets for banknotes and coins, scriptural money or electronic money; the exchange of crypto-assets for other crypto-assets; the execution of orders for crypto-assets on behalf of clients; the placing of crypto-assets; the reception and transmission of orders for crypto-assets on behalf of clients; providing advice on crypto-assets; providing portfolio management on crypto-assets; and providing transfer services for crypto-assets on behalf of clients.

What is excluded from MiCAR?

On one hand, MiCAR expressly excludes from its scope of application any crypto-assets that are unique and not fungible with other crypto-assets.

MiCAR also lists the following assets excluded from its regulation: Financial instruments; Deposits, including structured deposits; Funds, except if they qualify as e-money tokens; Securitisation positions in the context of a securitisation; Non-life or life insurance products falling within certain classes of insurance or reinsurance and retrocession contracts; Pension products that, under national law, are recognised as having the primary purpose of providing the investor with an income in retirement and that entitle the investor to certain benefits; Officially recognised occupational pension schemes; Individual pension products for which a financial contribution from the employer is required by national law and where the employer or the employee has no choice about the pension product or provider; A pan-European Personal Pension Product; Social security schemes.

Border situations

Although MiCAR brought certainty about the entities and services covered by the new regulation, it may prove difficult to assess whether a crypto-asset should be considered covered by MiCAR.

A possible solution lies on the crypto-asset features, such as its fungibility or uniqueness."
CMS,The scope of application of the Markets in Crypto-assets Regulation,"A possible solution lies on the crypto-asset features, such as its fungibility or uniqueness.

If a crypto-asset is unique and non-fungible it will be out of MiCAR’s scope of application.

For more information on the application of MiCAR, contact your CMS client partner or local CMS experts: Gonçalo Moncada , Margarida Vila Franca and Filipe Casqueiro who worked on the article on behalf of the CMS Crypto team, or send an email to crypto@cmslegal.com .

For other articles in the series “Legal experts on Markets in Crypto-Assets (MiCA) regulation”, click here: Legal experts on Markets in Crypto-Assets (MiCA) regulation (cms.law) For more information on crypto regulation before the introduction of MiCA, please visit CMS Expert Guide to European Crypto Regulation ."
CMS,Global Life Sciences & Healthcare Forum 2023 – recordings & presentations,Fill in the form below to access the Forum recordings and presentations
CMS,CMS DTx Legal Navigator,"The legal framework for DTx is complex.

Companies wishing to successfully place a DTx on a given market, promote it there and get paid for it need to take into account several legal requirements.

And once a company has launched a DTx in one market, similar questions occur when planning the expansion to further markets.

The CMS DTx Legal Navigator assists companies to address and answer these questions efficiently.

It is the first of its kind international guide covering the key legal aspects any company active in this field faces.

Our experts provide practical guidance for 18 jurisdictions on how to comply with the legal boundaries in relation to placing a DTx on the respective market, promoting the DTx and getting paid for it."
CMS,CMS Expert Guide to ESG Compensation,Fill in the form below to access the CMS Expert Guide to ESG Compensation
CMS,NFTs under MiCAR – are they regulated or not?,"The Markets in Crypto-Assets Regulation ( MiCAR ) sets down a harmonised regulatory framework for crypto-assets.

MiCAR's overarching goal is to extend regulatory oversight to those categories of cryptos and tokens that have so far remained outside the scope of regulation.

The following focuses specifically on non-fungible tokens ( NFTs ) and examines whether they are covered by MiCAR.

What are NFTs?

NFTs are cryptographic records stored on a blockchain that are unique in that they are linked to a specific asset.

They primarily serve as the electronic ""embodiment"" of mainly digital, but also physical art.

NFTs provide technical benefits for the digital economy: they can take on the function of digital certificates of authenticity for electronic works, which can possibly prevent legal disputes about the granting of rights of use.

NFTs have experienced a rapid boom in the digital economy, even for the crypto world.

The most successful projects worldwide include the Bored Ape Yacht Club, the CryptoPunks and the CryptoKitties.

NFTs under MiCAR

MiCAR explicitly excludes crypto-assets that are unique and not fungible from its scope.

This means that most NFTs (i.e. those that are unique and non-fungible, such as digital art and collectibles) are not regulated by MiCAR.

Even though NFTs might be traded in a marketplace and accumulated speculatively, NFTs are not readily interchangeable and the relative value of an NFT in relation to another cannot be ascertained by comparison to an existing market or equivalent asset.

This is because NFTs are unique.

The value of NTFs is attributable to each token's unique characteristics and the utility it gives to the token holder.

Such characteristics limit the extent to which NFTs can be used financially, thereby reducing risks to holders and the financial system.

MiCAR may apply to the issuer of the NFT and the platform where the NFT is traded if an NFT has characteristics that make it similar to an asset-referenced token, electronic money tokens or a crypto-asset other than asset-referenced tokens and e-money tokens (mainly utility tokens).

For example, NFTs issued in large series or as a collection could be considered fungible and therefore may be subject to MiCAR (i.e. fractional NFTs).

MiCAR is intended to apply to crypto-assets that may appear to be unique and non-fungible, but whose actual characteristics or associated use would make them either fungible or non-unique.

Thus, it is not the label or designation of a crypto-asset but rather the values and rights it embodies that decide whether an NFT falls under MiCAR.

Crypto and blockchain businesses that operate in the NFT space should carefully assess the characteristics of their NFTs on a case-by-case basis.

Other financial regulations The exemption under MiCAR for specific NFTs is limited only to the scope of MiCAR and does not affect the implementation of other financial regulations within the EU.

NFTs meeting the eligibility criteria for classification as financial instruments in accordance with the directive on markets in financial instruments ( MiFID II ), which includes transferable securities and financial derivatives, fall within the scope of MiFID II and the relevant EU securities regulations.

In addition, if NFTs meet the criteria for classification as electronic money or payment services as defined by the electronic money directive or the payment services directive, they are bound by the regulatory frameworks applicable to these domains.

Conclusion The predominant nature of NFTs as unique and non-fungible assets places them outside the primary scope of MiCAR.

As a result, most NFTs, particularly those relating to digital art and collectibles, are not regulated by MiCAR.

However, NFTs issued in substantial series or as part of collections may potentially trigger MiCAR oversight."
CMS,NFTs under MiCAR – are they regulated or not?,"However, NFTs issued in substantial series or as part of collections may potentially trigger MiCAR oversight.

Issuers of NFTs and trading platforms where NFTs are traded should carefully assess the characteristics of the NFT in order to ascertain its unique and non-fungible status, thereby ensuring compliance with the applicable regulatory framework.

For more information and legal support, contact your usual CMS professional or the CMS experts who contributed to this article: Klaus Pateter , Mathias Huber, Clair Wermers , Karsten Bruinsma , Kilian Rowel or Katalin Horvath , or send an email to crypto@cmslegal.com.

For other articles in the series “Legal experts on Markets in Crypto-Assets (MiCA) regulation”, click here: Legal experts on Markets in Crypto-Assets (MiCA) regulation (cms.law) .

For more information on crypto regulation before the introduction of MiCAR, visit CMS Expert Guide to European Crypto Regulation .

For tax perspectives, check out CMS Expert Guide on Taxation of Crypto-Assets (Crypto Tax) ."
CMS,UK: ASA bans Toyota advertisement for promoting environmentally irresponsible...,"The Advertising Standards Authority (ASA) in the United Kingdom has banned a Toyota advertisement for promoting behaviour that is damaging to the environment.

The advertisement depicted Toyota’s Hilux model driving off-road through rural and wilderness environments, which was intercut with scenes showing the vehicle in urban settings.

This was accompanied by the slogan “BORN TO ROAM”.

The advertisement was criticised by the campaign group AdFree Cities, who argued that the advert encouraged environmentally harmful behaviour (a complaint that was subsequently upheld by the ASA).

In their response to the complaint, Toyota drew upon their wider environmental credentials and maintained that the production of the advertisement had been done responsibly.

The ASA did not address these points as they were irrelevant.

Toyota also argued that the advertisement showed the Hilux in the harsh environments it was designed for, and that their target market included specialised workers like farmers and forestry workers.

On this point, the ASA said that although Toyota may have been targeting specialised vehicle users, these users were not shown.

In addition, the wilderness scenes intercut with realistic urban environments gave the impression of driving across natural ecosystems with no apparent purpose, and with no regard for the environmental impact of this driving.

The ASA therefore upheld the complaint for breaching rule 1.3 of the UK Code of Non-broadcast Advertising and Direct & Promotional Marketing, which requires marketing communications to be prepared with a sense of responsibility to both consumers and society.

The decision reflects what the ASA increasingly sees as its mission in upholding environmental values.

For more information on sustainability claims and greenwashing in the UK please see here ."
